Summary level,Program label,Program,Sub-program,Name,Code,Subsidized units available,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),Household income per year,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),% very low income,% extremely low income,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),% Minority,%Black Non-Hispanic, %Black Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,% Hispanic,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category,%White Hispanic,%White Non-Hispanic,% Multiple Race,%Other Hispanic
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970300,37009970300,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970400,37009970400,146,90,136,100,6,18,1.4,193,316,517,12952,9127,10,6,50,20,14,11,-1,85,26,96,66,2,15,71,16,51,27,27,4,21,18,57,6,4,-1,-1,-1,-1,4,50,75,90,99,52,34,14,28,11,11,67,NA,99999,72540,NA,NA,NC,NA,NA,4,96,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970501,37009970501,85,88,77,100,5,27,2.2,173,381,588,15772,7020,10,10,35,20,25,35,-1,56,27,92,60,9,44,74,44,31,84,21,5,52,18,25,-1,6,3,-1,1,-1,3,33,66,90,106,10,60,30,34,21,10,56,NA,99999,34440,NA,NA,NC,NA,NA,3,92,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970502,37009970502,100,87,89,100,4,9,1.7,151,346,586,14076,8296,12,2,54,16,16,18,-1,82,27,97,70,8,19,73,26,51,61,36,1,33,24,43,2,8,4,-1,-1,-1,3,9,55,94,97,51,30,19,21,15,14,60,NA,99999,34440,NA,NA,NC,NA,NA,3,92,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970701,37009970701,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970702,37009970702,22,87,20,100,6,25,3.1,62,259,618,9288,2996,28,17,33,17,6,25,-1,65,16,100,75,10,50,75,50,28,-1,10,-1,65,25,10,-1,0,-1,-1,-1,-1,0,9,42,95,113,5,45,50,30,6,9,82,NA,99999,72540,NA,NA,NC,NA,NA,-1,100,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970801,37009970801,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 970802,37009970802,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Ashe County 999999,37009999999,35,87,31,100,7,6,1.9,58,377,618,15412,8237,7,3,33,40,17,16,-1,81,29,97,55,3,26,68,29,61,92,48,3,32,23,42,3,3,3,-1,-1,-1,0,135,97,100,110,10,55,35,45,0,0,0,NA,99999,34440,NA,NA,NC,NA,NA,-1,97,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Avery County 930100,37011930100,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,03500,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Avery County 930200,37011930200,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,65530,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Avery County 930301,37011930301,81,88,73,100,6,11,1.6,119,331,582,13846,8494,8,10,44,24,14,16,-1,82,27,99,59,5,21,82,25,49,64,36,4,25,22,49,1,4,1,-1,-1,-1,3,2,89,92,104,42,42,15,30,14,11,71,NA,99999,46740,NA,NA,NC,NA,NA,3,96,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Avery County 930302,37011930302,71,87,64,100,3,25,1.6,103,303,618,12817,7964,11,13,48,17,11,17,-1,83,25,97,78,8,14,75,19,59,57,36,-1,31,22,47,3,3,3,-1,-1,-1,0,3,62,98,103,63,22,16,16,20,7,68,NA,99999,20700,NA,NA,NC,NA,NA,-1,97,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Avery County 930400,37011930400,12,87,11,100,6,27,2.3,25,317,618,13329,5865,18,18,45,9,9,27,-1,73,23,91,91,9,36,64,36,60,100,32,-1,45,45,9,-1,18,-1,-1,-1,-1,18,5,70,100,101,18,36,45,36,10,20,68,NA,99999,99999,NA,NA,NC,NA,NA,18,82,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Avery County 999999,37011999999,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,03500,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930101,37013930101,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47820,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930102,37013930102,53,79,41,99,6,15,1.4,59,341,550,13204,9176,-1,10,58,25,8,10,-1,88,26,98,76,-1,12,80,12,65,67,53,2,17,22,59,2,90,90,-1,-1,-1,0,2,99,100,163,68,17,15,17,20,51,68,NA,47820,04640,NA,NA,NC,NA,NA,-1,10,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930200,37013930200,31,62,18,95,5,22,3,54,351,647,13429,4476,6,6,47,18,24,33,-1,61,22,100,72,6,67,94,67,19,50,7,6,56,28,11,-1,78,78,-1,-1,-1,0,19,66,100,224,6,17,78,28,19,31,60,NA,47820,71220,NA,NA,NC,NA,NA,-1,22,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930300,37013930300,307,87,265,99,4,17,1.7,451,302,745,13038,7661,7,8,55,13,16,17,-1,77,24,95,75,2,28,71,26,51,57,33,6,37,20,37,2,80,78,0,1,-1,1,19,101,73,119,58,19,23,12,28,60,63,NA,47820,71220,NA,NA,NC,NA,NA,1,20,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930400,37013930400,412,85,350,99,6,17,2.3,822,326,689,14542,6192,14,11,36,16,22,28,0,66,26,93,66,1,47,89,45,18,43,14,4,48,13,35,3,81,79,1,-1,-1,1,18,105,89,111,33,28,38,19,32,53,66,NA,47820,71220,NA,NA,NC,NA,NA,-1,18,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930501,37013930501,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47820,56815,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930502,37013930502,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47820,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930600,37013930600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930700,37013930700,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47820,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930800,37013930800,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47820,02620,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 930900,37013930900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 931001,37013931001,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47820,12580,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 931002,37013931002,73,71,50,97,6,4,2.4,121,354,654,15695,6485,11,2,38,22,27,34,-1,56,26,92,68,4,50,90,52,37,83,25,-1,52,24,24,2,92,90,-1,-1,-1,2,43,106,100,152,20,20,60,30,17,35,57,NA,47820,12580,NA,NA,NC,NA,NA,2,8,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Beaufort County 999999,37013999999,60,72,41,95,6,7,1.9,79,383,635,15585,8089,2,2,59,12,24,20,-1,80,28,90,73,5,22,76,24,70,55,37,-1,34,39,27,2,98,95,2,-1,-1,2,3,81,93,194,51,20,29,17,0,0,0,NA,47820,71220,NA,NA,NC,NA,NA,-1,2,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bertie County 960100,37015960100,20,62,12,99,5,8,2.1,25,364,387,15144,7269,-1,8,50,25,17,25,-1,75,27,100,58,-1,33,83,25,43,60,28,-1,33,25,42,-1,100,92,-1,8,-1,0,-1,108,100,183,-1,33,67,67,16,49,70,NA,99999,13560,NA,NA,NC,NA,NA,-1,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bertie County 960200,37015960200,68,76,52,99,8,8,2.1,111,333,537,13921,6522,10,14,39,18,20,29,-1,69,25,96,65,-1,46,92,42,39,57,23,6,44,23,27,2,100,98,-1,2,-1,0,6,84,100,135,-1,46,54,56,31,67,58,NA,99999,02580,NA,NA,NC,NA,NA,-1,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bertie County 960300,37015960300,51,65,33,99,7,6,2.4,79,292,421,13365,5583,12,18,48,6,15,30,-1,70,24,91,85,-1,61,88,61,23,86,15,3,67,9,21,-1,100,97,-1,3,-1,0,12,94,100,170,-1,21,79,55,19,84,58,NA,99999,35360,NA,NA,NC,NA,NA,-1,-1,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bertie County 960401,37015960401,46,64,30,100,6,13,1.9,58,313,339,12596,6515,13,10,57,7,13,23,-1,77,24,97,77,-1,40,90,40,36,75,24,3,60,10,27,-1,93,93,-1,-1,-1,0,7,101,83,204,20,37,43,40,24,56,73,NA,99999,74680,NA,NA,NC,NA,NA,-1,7,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bertie County 960402,37015960402,65,73,50,100,9,12,2.1,107,220,408,9876,4615,21,21,48,-1,10,18,-1,78,19,98,90,2,50,80,50,26,36,15,2,52,24,22,-1,80,80,-1,-1,-1,0,14,119,100,114,34,38,28,14,46,75,45,NA,99999,74680,NA,NA,NC,NA,NA,-1,2,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bertie County 999999,37015999999,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,02580,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950101,37017950101,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950102,37017950102,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,73300,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950200,37017950200,19,72,11,83,6,36,3.7,41,302,414,13711,3679,9,18,45,9,18,36,-1,64,20,100,91,9,82,91,82,36,-1,12,-1,91,9,-1,-1,91,91,-1,-1,-1,0,7,39,100,172,-1,36,64,18,28,51,45,NA,99999,99999,NA,NA,NC,NA,NA,-1,9,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950301,37017950301,25,85,21,98,4,10,2.1,44,347,739,14807,7067,14,10,43,10,24,38,-1,62,27,95,67,-1,52,90,52,25,80,20,5,62,10,24,-1,90,86,-1,5,-1,0,-1,76,100,189,19,48,33,19,29,45,59,NA,99999,99999,NA,NA,NC,NA,NA,-1,10,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950302,37017950302,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950401,37017950401,163,80,119,91,6,18,2.2,256,318,557,14063,6537,10,12,44,14,20,24,-1,71,25,94,69,4,47,86,50,34,62,23,6,53,17,24,1,82,79,1,2,-1,2,84,77,95,172,26,39,34,21,37,55,86,NA,99999,20600,NA,NA,NC,NA,NA,1,17,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950402,37017950402,21,72,13,84,7,15,2,26,318,434,13427,6713,-1,8,69,15,8,31,-1,69,25,100,77,-1,31,100,31,40,67,31,8,46,23,23,-1,85,85,-1,-1,-1,0,-1,118,100,158,-1,31,69,62,20,56,69,NA,99999,20600,NA,NA,NC,NA,NA,-1,15,8,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950501,37017950501,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950502,37017950502,148,89,129,98,5,19,2.1,269,289,551,12516,6002,17,11,45,9,18,21,2,76,23,95,77,6,40,82,43,32,71,22,9,45,26,20,-1,57,51,-1,4,-1,2,16,75,95,124,32,40,28,20,18,32,65,NA,99999,06240,NA,NA,NC,NA,NA,2,43,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950601,37017950601,73,77,54,96,6,17,2.8,151,283,688,13662,4886,12,22,35,12,20,44,-1,50,24,93,80,4,59,85,61,24,67,15,6,65,24,6,-1,87,80,4,2,-1,6,19,71,100,178,11,33,56,26,33,53,67,NA,99999,12780,NA,NA,NC,NA,NA,-1,13,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 950602,37017950602,36,86,33,100,6,30,2.8,93,461,673,19347,6865,12,6,27,15,39,45,-1,55,33,82,52,6,55,85,55,13,33,6,21,45,6,27,-1,100,85,-1,6,3,6,-1,70,100,156,-1,52,48,21,20,78,62,NA,99999,19300,NA,NA,NC,NA,NA,6,-1,3,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Bladen County 999999,37017999999,20,73,12,84,8,25,2.4,29,267,422,11283,4669,25,8,50,8,8,25,-1,75,21,100,83,-1,75,92,75,9,100,10,17,67,8,8,-1,83,75,-1,-1,-1,8,9,63,100,186,8,42,50,42,0,0,0,NA,99999,06240,NA,NA,NC,NA,NA,8,17,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020101,37019020101,22,62,14,100,8,-1,1.4,19,442,639,16486,12148,-1,7,64,-1,29,14,-1,86,26,93,71,-1,7,86,-1,88,67,58,-1,7,50,43,-1,86,79,-1,-1,-1,7,-1,149,100,141,-1,43,57,86,18,55,42,NA,34820,46060,NA,NA,NC,NA,NA,7,14,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020102,37019020102,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020105,37019020105,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,37680,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020106,37019020106,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020107,37019020107,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,37680,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020108,37019020108,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,46060,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020201,37019020201,34,62,22,100,6,-1,1.1,25,396,639,16110,14177,-1,-1,68,9,23,5,-1,95,26,100,77,-1,5,82,5,67,89,76,-1,5,9,86,5,41,36,-1,5,-1,0,-1,139,100,91,59,36,5,32,18,26,67,NA,34820,37680,NA,NA,NC,NA,NA,-1,59,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020203,37019020203,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020204,37019020204,30,62,19,100,4,5,1.6,30,412,639,17337,10980,-1,5,26,37,32,11,-1,89,26,100,63,-1,11,68,11,71,92,57,-1,21,16,63,11,11,11,-1,-1,-1,0,2,112,100,110,58,26,16,16,9,14,75,NA,34820,06760,NA,NA,NC,NA,NA,-1,89,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020205,37019020205,26,62,17,100,6,6,3.1,52,638,639,23676,7740,6,-1,12,35,47,59,-1,41,31,88,53,6,59,88,59,29,67,12,-1,76,6,18,-1,71,59,-1,-1,-1,12,2,77,100,115,24,41,35,12,4,14,72,NA,34820,37680,NA,NA,NC,NA,NA,6,29,6,6
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020206,37019020206,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,06760,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020304,37019020304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020305,37019020305,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,34820,48345,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020306,37019020306,30,99,30,100,6,23,1.1,32,381,633,16554,15519,-1,7,37,30,27,3,-1,97,27,100,67,-1,-1,70,-1,100,24,41,-1,3,13,83,-1,17,10,-1,3,-1,3,-1,64,100,167,100,-1,-1,-1,3,13,75,NA,34820,63400,NA,NA,NC,NA,NA,-1,77,3,3
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020307,37019020307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Brunswick County 020308,37019020308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
